Time,Vehicle,Latitude,Longitude
5:00,Vehicle_SMUK2,51.56555556,-0.303027778
5:00,Vehicle_SMUK3,51.56547222,-0.303111111
5:00,Vehicle_1288,53.41052778,-1.384
5:00,Vehicle_1289,51.79322222,0.129666667
5:00,Vehicle_1290 Hiab,52.58269444,-2.112416667
